FI19.No,FI1B.No,FI1C.No,FI1D.No,FI20.No,FI19.Yes,FI1B.Yes,FI1C.Yes,FI1D.Yes,FI20.Yes,variable
No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,flag_two
10557.7593, 2075.4259, 8099.9999,57891.5255,  203.7891, 9929.5885, 1993.3759, 6276.7071,11530.9953,  239.2294,Total.fao_class_name0
  2735.5639,  1695.7804,  4637.4630, 52119.0227,   408.4329, 39893.4434,  3514.1135, 15335.5890,100870.0739,   650.8863,Total.fao_class_name1
  52.42978,  42.38053, 129.09493,2300.45165,  21.70412,1293.48993,  36.89151, 576.53994,1733.45659,  14.42223,Total.fao_class_name2
183.82003,182.56806,150.19529, 96.59279, 18.95299, 78.90515, 27.46426,164.41081,576.88155, 23.58299,Total.fao_class_name3
  7083.5880,  3066.6199,  9017.0336, 94714.0864,   589.9268, 50085.1100,  5370.2275, 21686.0459,113030.5163,   874.6127,Total.lue0
 6445.98504,  929.53497, 3999.71951,17693.50630,   62.95231, 1110.31698,  201.61760,  667.20101, 1680.89098,   53.50819,Total.lue1
 12458.9024,  3738.7880, 12361.9321,110475.0800,   647.5074, 50066.3105,  5270.5016, 21806.1541,112099.3204,   898.1935,Total.lud0
1070.670594, 257.366832, 654.820972,1932.512670,   5.371689,1129.116517, 301.343498, 547.092761,2612.086922,  29.927394,Total.lud1
 613.00249, 224.34222, 400.49893,2296.12822,  11.84790, 640.38880, 226.70344, 398.59230,2249.09827,  12.00184,SE.Total.area
 43.65154, 35.51831, 90.12398, 95.63130,  0.00000,274.22612, 30.79951, 74.66292,414.52515,  0.00000,SE.Total.SURVEY_LC1_1A
138.612108,141.289018,118.236330,108.121554,  4.260062,226.822025,124.002023,190.344453,166.921659,  5.280524,SE.Total.SURVEY_LC1_1B
 489.71281, 164.89975, 335.06253,2240.02761,  10.58723, 925.47230, 172.90875, 414.92913,2292.91421,  13.22106,SE.Total.SURVEY_LC1_1C
245.087848, 42.620062, 84.536381,621.028197,  0.000000,524.171056,  9.359116,188.751821,525.256409,  0.000000,SE.Total.SURVEY_LC1_1D
