DE11.No,DE12.No,DE13.No,DE14.No,DE21.No,DE22.No,DE23.No,DE24.No,DE25.No,DE26.No,DE27.No,DE30.No,DE40.No,DE50.No,DE60.No,DE71.No,DE72.No,DE73.No,DE80.No,DE91.No,DE92.No,DE93.No,DE94.No,DEA1.No,DEA2.No,DEA3.No,DEA4.No,DEA5.No,DEB1.No,DEB2.No,DEB3.No,DEC0.No,DED2.No,DED4.No,DED5.No,DEE0.No,DEF0.No,DEG0.No,DE11.Yes,DE12.Yes,DE13.Yes,DE14.Yes,DE21.Yes,DE22.Yes,DE23.Yes,DE24.Yes,DE25.Yes,DE26.Yes,DE27.Yes,DE30.Yes,DE40.Yes,DE50.Yes,DE60.Yes,DE71.Yes,DE72.Yes,DE73.Yes,DE80.Yes,DE91.Yes,DE92.Yes,DE93.Yes,DE94.Yes,DEA1.Yes,DEA2.Yes,DEA3.Yes,DEA4.Yes,DEA5.Yes,DEB1.Yes,DEB2.Yes,DEB3.Yes,DEC0.Yes,DED2.Yes,DED4.Yes,DED5.Yes,DEE0.Yes,DEF0.Yes,DEG0.Yes,variable
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,flag_two
  560.985688, 1922.543259,  218.536293,  921.048435, 1411.903486,  837.197298,  165.107620,  149.271170,  143.572711,  442.966908,  279.355462,    7.855083, 5350.220037,    4.255579,   16.028411,  589.364629,  288.397439,  987.267438, 5310.335416, 1115.644066, 1317.267686, 1318.717362, 1949.067653,  433.155696,  307.784842, 1033.666711,  677.804871,  253.221185,  166.103456,  150.761331,  299.643306,   78.628387,  936.624354, 1068.394588, 1086.059577, 4466.722097, 2482.332367, 2825.678402, 7990.330535, 3163.796923, 7753.847051, 6395.728034,12439.497008, 7806.101928, 8059.743268, 6054.287913, 5905.375397, 6945.634650, 8190.013144,  191.093722,19113.071804,  101.963995,  181.993101, 5181.679437, 4379.627662, 6120.154971,13767.697807, 5702.203591, 6280.140252,11648.900046,10317.112202, 2968.885873, 5163.466404, 4460.830057, 4529.399425, 5820.809016, 6484.384951, 4093.053110, 5346.052557, 1756.248657, 5512.312924, 4367.620569, 1948.200721,12632.262820,10056.439709,10976.387025,Total.SURVEY_LU1_1U1
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 37.017207, 97.165548, 76.823460, 39.110405, 60.259923, 41.953098, 49.941961, 50.600289, 39.519189, 51.272155, 42.481816,  9.227195, 86.390219,  5.248144,  4.988028, 49.946469,  7.862759, 22.881992, 81.546934,  6.700203, 61.633398, 60.840317, 54.714651, 70.242651, 24.915440, 50.773038, 27.983965,111.905926, 14.654363, 19.595095, 23.153664, 18.856895, 22.389586, 32.385945, 28.158791, 96.381062, 35.570243, 30.570576,Total.SURVEY_LU1_1U2
   0.000000,  37.821401,   0.000000,   0.000000,  27.419334,  29.021222,   3.842115,   0.000000,   0.000000,   0.000000,   0.000000,   7.741135,  48.382968,   0.000000,   0.000000,   9.954706,   0.000000,   0.000000,  15.816004,   4.389838,   3.925793,   0.000000,   0.000000,   0.000000,   6.493668,   0.000000,   0.000000,   4.288282,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   7.726652,  43.418381,  10.128264,   3.844964,1745.589708,1208.104783,1103.023894,1273.992470,2459.466866,1072.566668,1163.034752, 862.036814, 963.100042, 926.748225,1073.339836, 593.341523,2935.222018, 270.583649, 499.809917,1351.587199, 591.890392, 950.721626,2108.228917,1109.772137,1199.183890,1981.805649,2241.353092,1678.848197,1652.096325,1229.518647,1190.913795,1582.741738,1170.838365, 499.159941,1004.292057, 597.270079,1284.677112, 980.112550, 783.817096,2370.819956,2222.216765,1755.896116,Total.SURVEY_LU1_1U3
   0.000000,   4.468165,  10.726527,   3.945051, 133.535585,  38.098252,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  64.197488,   0.000000,   0.000000,   0.000000,   6.709083,   0.000000,   3.888311,   4.491317,   3.963581,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   4.194114,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   7.931488,   4.041801,   0.000000, 222.076862, 483.099921, 192.042775, 283.175606, 995.917798, 503.061533, 249.330283, 115.803815, 191.432661, 163.378062, 405.809741,  81.741342,2058.515467,  37.948633,  52.180542, 262.467560, 107.512666, 206.973973,2005.486611, 172.798848, 198.885400, 531.736626, 424.752402, 139.867585, 210.243320, 143.211546,  97.897944, 239.033853, 239.018865, 159.236410, 178.858417, 119.995982, 187.996025,  79.486347, 124.037163, 836.464196, 988.202793, 608.622917,Total.SURVEY_LU1_1U4
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,392.74955,279.76683,137.58597,207.09353,215.52084,187.08443,140.41918,154.27577,134.52242,168.14759,263.59124,114.24146,320.66134, 71.19860, 88.05384,380.04183,138.66414,100.37153,316.80284,262.65479,194.69648,276.96865,527.04706,355.91286,353.82975,263.66314,268.99385,246.95508,146.91935, 78.71396,246.50863,183.79138,232.68421,237.86626, 50.94108,226.26429,284.39998,378.47131,Total.SURVEY_LC1_2A1
   0.000000,   0.000000,   0.000000,   0.000000,   8.360156,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   6.493668,   0.000000,   0.000000,  31.073361,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000, 807.534453, 467.820813, 453.777380, 390.487060,1096.949425, 482.747511, 395.288972, 325.612896, 440.392320, 455.066759, 399.542092, 208.751210, 665.832514,  89.907831, 125.107744, 407.666840, 226.963240, 476.467863, 447.366548, 355.940388, 439.608572, 569.142653, 562.885568, 553.346769, 583.969850, 541.868977, 366.581634, 710.680487, 472.582387, 202.650417, 390.171034, 138.646337, 310.195293, 265.161574, 256.902090, 856.229531, 830.136314, 532.223443,Total.SURVEY_LC1_2A2
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 66.61612, 60.39133, 98.57988, 30.42715, 75.92005, 48.18116, 22.77159, 41.57338, 60.71647, 39.20927, 23.40442,  0.00000,191.78185, 17.03295, 12.17250, 37.58314, 13.47622, 33.40728, 49.89235, 29.11464, 37.81927, 15.82857, 56.79033, 55.46931, 29.43128, 37.95687, 45.86029, 51.77419, 52.55684, 37.75020, 25.87582, 16.14067, 51.78836, 13.50898, 38.14607, 92.72444, 76.40901, 43.46739,Total.SURVEY_LC1_2A3
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,1394.424053, 606.479035, 514.062686, 661.477262,1484.433359,1181.543213,1060.454477,1090.009457,1210.140775,1307.895060, 838.492845,   7.871600,2168.249171,   4.273563,  12.264838, 741.022741, 687.897295,1194.127400,1915.114797,1160.514797,1704.034958,1867.381490,2044.606622, 589.785731, 851.039815,1439.928436,1232.089419, 652.387521, 542.741421, 416.393550, 642.343743,  64.148259, 486.365804, 614.899471, 401.245985,2356.750072,2168.379064,1399.408683,Total.SURVEY_LC1_2B1
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,134.015000, 54.651126, 19.003255, 17.035045, 98.595717,186.348829, 81.122362,  0.000000, 80.267729, 91.124175,100.547763,  0.000000, 89.189528,  0.000000,  0.000000,146.375103,  0.000000, 28.585164,149.021496,271.202359,246.321905,329.516154,284.019062,174.985763,342.827212, 62.827812, 98.741546, 77.226415, 50.251068,  9.565919,171.629577,  4.025372, 50.332064, 11.509121, 35.467126,220.638425,118.845710, 23.168968,Total.SURVEY_LC1_2B2
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,323.630945,136.498737,208.527372,302.680489,576.958440,646.138349,484.350517,193.830134,303.957507,262.928911,293.571484,  0.000000,480.273035,  0.000000,  4.061353,131.623243, 81.379890,158.423315,587.430877,211.126465,250.746427, 30.411572,218.073577, 43.701501,128.934131, 47.629472,181.183641, 69.348320,242.449502, 70.315787,152.466860, 56.217565,320.751616,171.379370,139.610570,583.029585,282.522420,446.415837,Total.SURVEY_LC1_2B3
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 38.537081, 42.261567, 43.077379, 19.208337, 64.589637, 21.680959, 20.499346, 44.413422, 31.048630, 45.875475,  9.166567,  3.954512, 84.932920,  0.000000,  8.122706, 73.758734, 21.419748, 32.916160,131.646102, 13.028928, 63.413886, 38.746499, 98.856346, 72.338640, 37.800298, 41.931184, 27.491902, 35.789028, 14.135276,  3.927145, 36.120243,  4.025372, 20.954921, 21.196873, 15.211431, 67.253719, 27.548583, 93.822608,Total.SURVEY_LC1_2B4
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,323.375759,127.695248,355.886579,371.066517,702.160087,411.123821,486.879975,208.526884,296.475571,190.961374,588.634433,  0.000000,301.798458,  0.000000,  4.040345,114.055328, 61.489043, 74.639671, 88.628498, 56.163019, 63.050026,103.459815,231.655154, 56.175838, 95.549192,110.814238, 98.899958, 35.757303, 87.148118,143.734742, 95.973218, 48.167589,151.283345, 93.101228, 19.100971, 98.808557,333.023628,147.037510,Total.SURVEY_LC1_2B5
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,329.443754,175.888426,252.897114,198.661310, 55.878917, 75.612564, 37.569970, 60.154111, 78.249739, 94.291555, 28.445059,  7.909024, 64.993992,  4.251904,  7.944157, 59.583806, 37.908498, 31.762768, 24.668208,  0.000000, 28.008464, 82.565536, 93.208796, 50.922901, 87.315023, 70.073427, 36.931813, 23.287362, 74.023230, 71.646171, 76.433482, 70.671818, 36.167781, 20.766557, 12.005681, 56.195437, 41.233570, 51.000710,Total.SURVEY_LC1_2B7
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,113.031447, 27.689563, 73.104921, 11.129695,  3.854350,  0.000000,  0.000000, 13.012480,  0.000000, 69.968607, 14.742837,  0.000000,  3.992431,  0.000000,  4.043909, 28.001305,  3.931379,  0.000000, 14.271817,  5.077360,  0.000000, 15.563737, 69.158136, 29.583177,  0.000000,  4.801361,  0.000000,  8.000951, 61.264474,104.263730,457.815476,  0.000000,  0.000000,  0.000000,  5.194786, 12.108692, 37.122827,  0.000000,Total.SURVEY_LC1_2B8
 548.295360, 247.414825, 222.344743, 401.756188, 557.681830, 470.552804, 165.107620, 149.271170, 143.572711, 442.966908, 279.355462,   7.855083,4646.403634,   4.255579,  16.028411, 264.984480, 139.983037, 369.390797,5209.599089,1087.565834,1300.945087,1313.744372,1935.642711, 393.644532, 299.281335,1033.666711, 677.804871, 201.197964, 140.310545, 150.761331, 299.643306,  78.628387, 932.573933,1068.394588, 917.706640,4452.955726,2469.637912,2829.523365,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,Total.SURVEY_LC1_2Bx
   0.00000, 324.15499,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,2140.49049,1003.70768,1621.02325,1249.64513,1539.02901, 820.34630, 829.35301, 672.34321, 654.61376,2571.10002, 875.00111, 218.03328,2987.86883,  63.33757, 168.87452,2051.52541,1420.19129,1979.78002,3042.31263,2123.91482,1607.26371,1201.78791,1537.50644, 993.81221,1273.00040,1090.72336,1111.38816,1979.81422,2636.10451,1070.58950, 908.31829, 788.92200,1093.21959, 734.74342, 569.19664,2613.57925,1637.50381,2119.76847,Total.SURVEY_LC1_2C1
   4.196577, 743.341945,   6.918077, 311.541930, 521.723906, 148.014867,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000, 296.934110,   0.000000,   0.000000, 218.997594, 143.147425, 357.697026,  68.409329,  22.632638,   8.832558,   4.972990,   0.000000,  35.570400,   4.355536,   0.000000,   0.000000,  12.456221,   0.000000,   4.194114,   0.000000,   0.000000,   0.000000,   0.000000, 120.794530,  37.124302,  22.724407,   0.000000, 813.369644, 385.396570,2009.565568, 796.194339,2855.768528,1521.928800,2444.406875,2178.647542,1177.093015,1115.888591,1533.019360,  60.113687,6658.677702,   0.000000,  12.131204, 383.857039,  18.510765, 396.182383,2350.102628, 686.978827, 391.781382,2787.428329, 674.797728, 161.347061, 777.661464, 109.419399, 326.691391, 730.861745, 583.856925, 787.852165,1346.367336, 130.579747,1227.038567,1304.152206,  64.845871,1985.335527, 424.067058,1621.585824,Total.SURVEY_LC1_2C2
