SE11.No,SE12.No,SE21.No,SE22.No,SE23.No,SE31.No,SE32.No,SE33.No,SE11.Yes,SE12.Yes,SE21.Yes,SE22.Yes,SE23.Yes,SE31.Yes,SE32.Yes,SE33.Yes,variable
No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,flag_two
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  23.104577,   6.358931,   3.942009,  15.858637,  37.826501, 444.027320,1059.430772,Total.SURVEY_LU1_3U210
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.126236, 0.000000, 4.008304, 0.000000, 0.000000,Total.SURVEY_LU1_3U221
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.115310,0.000000,0.000000,4.189859,4.008304,0.000000,7.905517,Total.SURVEY_LU1_3U223
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.785124, 0.000000, 0.000000, 7.887252,Total.SURVEY_LU1_3U224
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,16.18667, 0.00000, 0.00000, 0.00000, 0.00000,Total.SURVEY_LU1_3U225
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.046766, 0.000000,33.010309,28.508576, 0.000000, 3.962499, 0.000000,Total.SURVEY_LU1_3U226
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.115310, 8.242165,33.010309, 7.818391, 8.016608,15.812891,11.938874,Total.SURVEY_LU1_3U227
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.279905,87.332869,12.291388, 8.080077, 8.467060,46.564522,25.455830,16.138546,Total.SURVEY_LU1_3U311
   0.00000,  12.03221,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 279.71057, 641.06394, 733.93113, 314.18061, 931.85558,1161.99777, 797.46115,1230.22508,Total.SURVEY_LU1_3U312
   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  74.753217,1005.994927, 504.169193,   7.873151,2977.388454,2323.930548,  69.480516,  95.760275,Total.SURVEY_LU1_3U313
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,14.439087,12.356303,16.418198,12.218039,24.444432,16.369609, 4.053729,15.881267,Total.SURVEY_LU1_3U314
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.936718,0.000000,0.000000,0.000000,0.000000,0.000000,Total.SURVEY_LU1_3U315
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.179890, 0.000000, 0.000000, 4.105935, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U316
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,16.371729,16.204520,26.797125,48.530714,14.993838, 7.811138,14.982229,Total.SURVEY_LU1_3U317
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 25.70897,137.05542,112.45091, 36.58828, 66.52166,153.95823,292.14351,374.89207,Total.SURVEY_LU1_3U319
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,25.104740, 4.132987, 4.182903, 0.000000, 0.000000, 0.000000, 0.000000,Total.SURVEY_LU1_3U321
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.349683,12.191357, 0.000000,14.379101, 4.200755, 0.000000, 4.075103, 3.943626,Total.SURVEY_LU1_3U322
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,11.287747,34.307267,29.130822,10.290933,24.541047, 4.280899, 0.000000, 0.000000,Total.SURVEY_LU1_3U330
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,14.69880,43.62078,20.33882,32.32576,55.75332,60.14557,26.42898,14.00583,Total.SURVEY_LU1_3U341
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,39.550724, 4.057655, 0.000000,12.126236, 0.000000, 0.000000, 0.000000, 8.055162,Total.SURVEY_LU1_3U342
   8.69509,  11.99906,  15.38233,   0.00000,   0.00000,  36.66565,   0.00000, 668.21361,  44.67811, 208.88795, 102.70452,  58.12443, 406.20100,  98.24953,  23.46055,5596.74460,Total.SURVEY_LU1_3U350
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  76.59073, 181.25516, 365.00434,2306.56901,1410.74135, 562.98749,2588.68814,4740.06342,4227.55907,7083.67507,Total.SURVEY_LU1_3U361
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 50.62839,118.71693, 40.44632, 77.06320,203.77533, 70.20646, 56.10168, 75.05694,Total.SURVEY_LU1_3U362
   4.199141,   0.000000,   0.000000,   0.000000,   4.077953,   0.000000,   0.000000,   0.000000, 628.913454,1033.891031, 823.039282, 604.933204, 512.128080, 662.246791, 366.989021, 559.323383,Total.SURVEY_LU1_3U370
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.112103, 6.135765, 0.000000, 9.525442, 0.000000,12.633927,Total.SURVEY_LU1_3U411
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.150282,0.000000,0.000000,8.241090,4.008304,8.383631,0.000000,Total.SURVEY_LU1_3U413
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.957240,0.000000,7.925315,3.574835,Total.SURVEY_LU1_3U414
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.310499,12.625366, 3.988994, 3.671486, 8.024296, 4.959074, 0.000000,75.623188,Total.SURVEY_LU1_3U415
   21.241897,   87.793769,   79.091892,    0.000000,    8.218338,  496.848089,  869.156794, 4781.263371,  732.178167, 3574.780294, 3334.825046,  780.662584, 2725.081399, 8991.312058,20004.977283,63051.185188,Total.SURVEY_LU1_3U420
   203.6489,  2275.6672,  1430.1305,   150.7414,   735.6744,  6676.7535,  6578.7184, 13007.5664,  5791.8378, 38325.8298, 32444.1477, 12802.7804, 31203.5943, 62528.9669, 67944.1991,141366.8102,Total.settlement0
  12.894231,  24.031268,  15.382328,   0.000000,   4.077953,  36.665652,   0.000000, 668.213611,1144.619009,2528.471723,1985.249173,1387.478176,2521.653402,2397.613966,2186.082503,9040.409776,Total.settlement1
   48.11898,  787.49308,  311.37784,  126.04950,  592.26233,  275.54564,  342.14333,  406.22214, 2962.98279,15653.64797,10737.98203, 7794.44364,15431.73207,17580.68173,22342.04629,62409.64337,Total.fao_class_name0
  168.42416, 1512.20537, 1134.13494,   24.69192,  143.41203, 6437.87351, 6159.98439,13088.30272, 3685.32039,24015.71444,22548.86386, 5914.73802,16413.74391,45492.15930,45474.69627,84077.68745,Total.fao_class_name1
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,  64.33162, 687.09924, 520.01758, 140.36913, 674.59954,1403.10746,1701.13025,3066.10860,Total.fao_class_name2
   0.000000,   0.000000,   0.000000,   0.000000,   4.077953,   0.000000,  76.590726, 181.255157, 223.822044, 497.839888, 622.533405, 340.707789,1205.172173, 450.632354, 612.408741, 853.780560,Total.fao_class_name3
   203.6489,  2287.6994,  1430.1305,   150.7414,   735.6744,  6676.7535,  6502.1277, 12826.3112,  5792.9830, 37138.5582, 32032.1266, 12842.6983, 29958.7018, 59295.6691, 65429.7423,137070.3590,Total.lue0
   12.894231,   11.999061,   15.382328,    0.000000,    4.077953,   36.665652,   76.590726,  849.468769, 1143.473819, 3715.743355, 2397.270300, 1347.560325, 3766.545862, 5630.911773, 4700.539296,13336.860996,Total.lue1
   216.5431,  2287.6662,  1445.5128,   150.7414,   739.7523,  6713.4192,  6578.7184, 13675.7800,  6488.7398, 38768.3909, 32947.1627, 13626.8587, 29537.6480, 61122.8190, 68410.7265,147459.0883,Total.lud0
   0.00000,  12.03221,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000, 447.71707,2085.91067,1482.23418, 563.39986,4187.59972,3803.76187,1719.55509,2948.13173,Total.lud1
 16.55502,141.65150,147.93460, 35.12272,110.69204,534.97377,476.86677,762.47861, 16.63537,142.60508,149.13474, 38.09994,107.95760,539.67064,477.11173,789.22076,SE.Total.area
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 13.96028, 80.92269, 61.00363, 75.39306,150.04833, 98.26481, 88.29379, 88.65315,SE.Total.SURVEY_LC1_1A
 12.961254, 86.877633, 31.397974, 25.074980, 70.841133, 17.659431,  2.309357,  2.708291, 30.161858,132.547035, 78.740306, 64.106041,116.987751, 24.704906,  2.744995,  5.293899,SE.Total.SURVEY_LC1_1B
 10.29925,111.11635,144.56421, 24.59371, 85.05447,534.68222,475.03475,762.46442, 23.39190,195.36669,194.29496,165.02953,351.85301,653.65901,597.99895,890.59025,SE.Total.SURVEY_LC1_1C
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 47.284364,  3.806539,  5.770372, 96.961073, 43.517408, 81.985347,136.492275,317.787654,355.247240,489.724828,SE.Total.SURVEY_LC1_1D
  0.00000, 13.49438,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 21.90578,164.79345,145.59473,137.90047,299.27144,228.29213,177.23358,224.30018,SE.Total.SURVEY_LC1_1E
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 24.80942, 90.92344, 33.42530, 26.14340, 83.66708,150.72591,120.14433,459.99915,SE.Total.SURVEY_LC1_1F
  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.06368955, 14.45632200, 20.23886182,  3.47482377, 16.69382911, 47.51214188, 33.46943210,265.44005468,SE.Total.SURVEY_LC1_1G
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  1.750451, 60.540652, 22.035331, 18.113575, 14.123598,143.794996,183.873988,265.465926,SE.Total.SURVEY_LC1_1H
  16.35845, 139.45098, 147.02302,  35.12272, 110.69204, 514.91639, 447.99003, 615.05970,  58.92918, 217.01415, 192.80518, 156.67507, 383.17255, 660.41718, 619.69490,1056.53343,SE.Total.SURVEY_LU1_1U1
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 6.46373, 3.92093,41.07127,20.12383,13.55125,14.75587,27.69226,SE.Total.SURVEY_LU1_1U2
  1.182485, 13.920642,  7.616520,  0.000000,  0.000000, 30.280343, 54.712585,170.858694, 45.329347,117.957223,106.988497,115.363494,317.527717,227.793451,214.732474,422.504453,SE.Total.SURVEY_LU1_1U3
  2.360064, 22.425361, 16.466050,  0.000000,  0.000000,157.962985,173.683030,462.130366, 43.800222,145.197457, 98.454531,119.177166,230.382552,410.803656,455.271348,913.588870,SE.Total.SURVEY_LU1_1U4
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,50.91459,59.97787,59.18587,57.36155,59.85474,90.28729,13.57205,22.65586,SE.Total.SURVEY_LC1_2A1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 50.76180, 88.82188, 69.63977, 81.81248,160.86562,131.43467, 87.90154, 81.33831,SE.Total.SURVEY_LC1_2A2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.135070,25.396426,13.129964, 9.718637,18.940938,12.566346,13.183173,38.520322,SE.Total.SURVEY_LC1_2A3
  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000,  0.0000000, 33.8260590,127.3387355, 76.2108947, 86.5157417,110.0874860, 19.5095912,  0.8303226,  4.3951939,SE.Total.SURVEY_LC1_2B1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.042731,11.238066,50.801985,24.175333, 3.766812, 1.494416, 1.388267,SE.Total.SURVEY_LC1_2B2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.908201,55.636975,25.092110,52.365363,49.208951, 5.929902, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2B3
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,43.33542,14.35434,28.79589,39.42889, 1.97072, 0.00000, 0.00000,SE.Total.SURVEY_LC1_2B4
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,26.991326,82.413148,49.991480,54.827267,90.131740,18.759548, 2.207471, 2.689777,SE.Total.SURVEY_LC1_2B5
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,10.17139,30.30530, 0.00000, 0.00000, 0.00000,SE.Total.SURVEY_LC1_2B7
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.198319,15.756061, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2B8
12.961254,86.877633,31.397974,25.074980,70.841133,17.659431, 2.309357, 2.708291, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2Bx
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 59.29667,225.67241,147.00672,256.20064,386.52026,249.83652,292.71100,590.11748,SE.Total.SURVEY_LC1_2C1
   4.400573,  83.859639,  37.760355,   0.000000,   3.820462, 442.127314, 371.391625, 501.520256,  62.559034, 297.105222, 208.159897, 277.057898, 567.114832, 840.697027, 752.489628,1157.435279,SE.Total.SURVEY_LC1_2C2
   9.358197,  75.062907, 139.906940,  18.752740,  84.968619, 324.505060, 315.365843, 600.511889,  24.197635, 244.481881, 231.174780, 243.985896, 537.469795, 711.469728, 686.747801,1045.532019,SE.Total.SURVEY_LC1_2C3
 0.00000, 0.00000, 0.00000,19.24396, 0.00000, 0.00000,45.98103,94.00122, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,SE.Total.SURVEY_LC1_2Cx
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.751431, 88.299283, 30.634613, 81.669655, 40.651193,216.117223,205.312968,286.187890,SE.Total.SURVEY_LC1_2D1
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.933030,  5.073317, 40.699566, 31.282245,  7.187813,130.303133,237.099095,298.894683,407.425568,SE.Total.SURVEY_LC1_2D2
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,47.284364, 2.426329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_2Dx
  0.000000,  9.213325,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 22.841319, 85.730940,117.263206, 41.810372,253.063263, 99.553359, 72.136063,101.167392,SE.Total.SURVEY_LC1_2E1
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 22.88920,136.73272, 89.31626, 92.79852,139.48032,116.58821, 57.30135,108.85265,SE.Total.SURVEY_LC1_2E2
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 13.63567, 86.81371, 40.88816,109.28541,115.74620,175.98191,152.73214,169.01434,SE.Total.SURVEY_LC1_2E3
0.000000,9.859658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_2Ex
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  1.300694,  2.494997,  5.430941,  0.000000,  4.426950,  7.408114, 63.256733,481.893648,SE.Total.SURVEY_LC1_2F1
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.364190, 0.000000, 5.109221, 0.000000,12.847884, 9.027667,25.985948,SE.Total.SURVEY_LC1_2F2
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  4.947773, 28.055963, 11.978264,  0.000000,  0.000000,  2.357791, 92.190655,349.086839,SE.Total.SURVEY_LC1_2F3
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 24.27648, 86.44184, 30.75029, 25.63929, 83.54988,149.99741, 74.64186, 96.64106,SE.Total.SURVEY_LC1_2F4
  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.06368955, 17.42146240, 21.33493025,  0.00000000, 19.38782261, 55.54197171, 32.00979017,169.13309133,SE.Total.SURVEY_LC1_2G1
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 10.121511, 11.263508,  3.474824, 11.738189, 31.199532, 10.840532,139.370302,SE.Total.SURVEY_LC1_2G2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2G4
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 20.60754,243.20308,SE.Total.SURVEY_LC1_2G5
  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  1.750451, 60.540652, 22.035331, 18.113575, 14.123598,143.794996,183.873988,265.465926,SE.Total.SURVEY_LC1_2H1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_2H2
 12.961254, 87.364801, 31.397974, 25.074980, 70.841133, 17.659431,  2.309357,  2.708291, 22.344200,143.531242,100.797975, 92.953500,121.185823, 75.248151, 13.128855, 21.781365,SE.Total.SURVEY_LU1_2U11
   9.980226, 108.692081, 143.631245,  24.593715,  85.054466, 514.613480, 447.984190, 615.053734,  57.181039, 195.212766, 182.647164, 155.834642, 375.613830, 656.883157, 620.530746,1056.269634,SE.Total.SURVEY_LU1_2U12
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.974412,30.159830, 0.000000, 0.000000,10.344388,10.078672, 0.000000, 4.483285,SE.Total.SURVEY_LU1_2U13
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.795496, 3.422345, 0.000000, 3.567189,14.685461, 8.673478,SE.Total.SURVEY_LU1_2U14
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,54.446636, 4.753572,SE.Total.SURVEY_LU1_2U15
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.463730, 3.920930, 0.000000, 4.491286,13.551247,11.877327,27.692263,SE.Total.SURVEY_LU1_2U21
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,41.071268,19.616236, 0.000000, 8.755839, 0.000000,SE.Total.SURVEY_LU1_2U22
  0.000000,  9.859658,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 49.320793,107.653340, 79.815181, 79.844245,142.771423,179.854899,127.860385,150.000000,SE.Total.SURVEY_LU1_2U31
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,18.880996, 0.000000, 3.568438, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LU1_2U32
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.804392,20.178061,10.514778, 3.552308,18.237160, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LU1_2U33
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,37.559485, 4.619357, 0.000000,13.283626,36.523809,28.141636, 3.380267, 3.570795,SE.Total.SURVEY_LU1_2U34
  1.182485,  9.832498,  7.616520,  0.000000,  0.000000, 30.280343,  0.000000,137.304740, 11.237391, 38.233127, 28.505478, 29.797311,121.277970, 38.640701,  8.650498,301.075547,SE.Total.SURVEY_LU1_2U35
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 54.71259,102.01841, 16.98354, 69.70246, 58.32691, 67.15118,268.00324,165.02342,167.03370,255.60639,SE.Total.SURVEY_LU1_2U36
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 67.94843,115.07586, 89.50663, 66.74269,102.13734,130.34148, 52.30610, 72.03100,SE.Total.SURVEY_LU1_2U37
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.182485,10.345717, 0.000000, 3.568438, 0.000000, 3.445633, 1.544398,17.827131,SE.Total.SURVEY_LU1_2U41
  2.360064, 22.425361, 16.466050,  0.000000,  0.000000,157.962985,173.683030,462.130366, 43.786746,144.858933, 98.454531,119.128575,230.382552,410.796812,455.273506,913.688693,SE.Total.SURVEY_LU1_2U42
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,47.00173,59.97787,59.18587,56.52290,59.68325,90.28729,13.57205,22.61306,SE.Total.SURVEY_LC1_3A11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,37.824609, 0.000000, 0.000000, 0.000000, 5.445655, 0.000000, 0.000000, 1.392067,SE.Total.SURVEY_LC1_3A12
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.772878,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3A13
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 49.00475, 45.34960, 27.88993, 45.20845,110.72602, 63.78089, 12.35427, 24.04495,SE.Total.SURVEY_LC1_3A21
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 39.05023, 90.79095, 71.48860, 74.18303,128.72481,118.57567, 87.84807, 81.68471,SE.Total.SURVEY_LC1_3A22
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.135070,25.396426,13.129964, 9.718637,18.940938,12.566346,13.183173,38.520322,SE.Total.SURVEY_LC1_3A30
  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 32.15183,114.73618, 42.13938, 71.50245, 85.39355, 14.23063,  0.00000,  0.00000,SE.Total.SURVEY_LC1_3B11
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.176879, 0.000000,23.684281,13.984171, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B12
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,21.6103182,57.5457909,23.7025914,68.4223647,78.2382450, 8.7803135, 0.8303226, 3.3930941,SE.Total.SURVEY_LC1_3B13
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.557045,36.846584,11.721769,21.326648,13.984171, 4.546014, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B14
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.959323,50.573673,59.230409,32.525737,57.188545,11.648228, 0.000000, 3.225165,SE.Total.SURVEY_LC1_3B15
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,22.15503,25.50602,24.86274, 0.00000, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B16
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,21.742159, 8.319465, 9.541824,31.067768, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B18
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.042731, 7.959725,28.418584,19.804441, 3.766812, 1.494416, 1.388267,SE.Total.SURVEY_LC1_3B21
 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,41.42889,13.98417, 0.00000, 0.00000, 0.00000,SE.Total.SURVEY_LC1_3B22
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.981665,13.877680, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B23
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,12.908201,51.818702,25.092110,51.664633,49.208951, 5.929902, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B32
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,21.234056, 0.000000, 9.541824, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B35
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,43.335418, 8.997205,23.832267,39.428893, 1.970720, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B41
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.981665,13.473141, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE.Total.SURVEY_LC1_3B44
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.981665,9.541824,0.000000,0.000000,0.000000,0.000000,SE.Total.SURVEY_LC1_3B45
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,13.1502580,45.2117745,12.2002389,13.4360420,25.1254874, 1.5380775, 0.8326052, 0.0000000,SE.Total.SURVEY_LC1_3B51
 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,15.042731, 8.129308, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,SE.Total.SURVEY_LC1_3B52
 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000,12.9082008,23.2547455, 5.9239477,22.4606602,37.6679789,12.4165244, 0.8479655, 2.6897771,SE.Total.SURVEY_LC1_3B53
